nameAlbum,idAlbum,typeAlbum,totalTracks,releaseDate,artist,idArtist
Avalanche,0uETZvsVPo9SmCHwztq3Uy,album,15,2015-10-08,Rumble Head,27TkZdQovhywoLlxppv5s8
Unearthed,3h8tYvc6niNjKXVAaVc9oN,single,5,2021-03-12,Damned Anthem,3C0PKxcP1f25siYFYiyHa1
Up Down,4ga7oj8Cjt9mkDYPOIrN9v,single,1,2017-08-04,Boy Epic,4AUPm9yTN47XYKXCJigth8
Rediscover,4yu6moTbrtfDfTeO57w4RB,album,7,2019-01-23,Joseph William Morgan,3iZ86mYR1dGoTWIHFMoT03
Nocturne,6hDPHQbYT0JCrN3L0cw4Fa,single,6,2019-05-02,Saint Mesa,0e2fMEJlAuBo3iYh118cKI
Ch. II,4sOwfBzwF30xDVNMWDqKAR,single,5,2020-05-01,Ganyos,5RDWHVx6xhlk2PznNkXbsj
Heroes Never Die,468BY5fw1lSek55FI24VY0,single,1,2016-10-28,David Chappell,6Mcfzo3GqPaurA2tGbdknQ
Awakening,7LuzLhB2GjSmT3LJrLdnA7,album,11,2017-08-25,Joseph William Morgan,3iZ86mYR1dGoTWIHFMoT03
Close Your Eyes,1WXCUrTYt3Y7hrRdUZN40P,album,14,2019-03-29,Tom Player,6kEt6wb2fUfh3iB7Sr0PrJ
Uncovered,13jxD4xgyS7lUwz2xQBWlE,single,5,2018-12-07,Damned Anthem,3C0PKxcP1f25siYFYiyHa1
Maximus (Soundtrack for Trailers),32ANHr4OwKDbeBtQWHCIfa,album,20,2013-03-14,"['Trailer Bros', 'Sonic Symphony']","['7B5cnN060FgAaZXq7lwq6X', '2flkKdAcaMRZOKA8WNQBEI']"
Larger Than Life,140VdYrVVBR0KMX5rDAjJY,single,1,2020-05-15,Joseph William Morgan,3iZ86mYR1dGoTWIHFMoT03
Dream Once Again,4KkuWGNbaYGQ9PVoBSZ1Ua,album,16,2016-11-21,Florian Bur,5oMNNPoFGc4QzaQehA2WHA
Unearthed,3h8tYvc6niNjKXVAaVc9oN,single,5,2021-03-12,Damned Anthem,3C0PKxcP1f25siYFYiyHa1
Malina,0DvboP39IwpnJU9QrKIpDW,album,11,2017-08-25,Leprous,4lgrzShsg2FLA89UM2fdO5
Obsidian,0QbbUNlRAjKU5MHloKkSLp,album,8,2018-07-13,Hidden Citizens,707cnVfI3ISM4j5uzfTc7J
Dark Matter (Instrumental),45RfrazKDl8RD7FeYyMa4R,album,11,2017-11-06,Les Friction,6w3KIJjRhRR0yuABLt68Rz
Battlecry,4y7T04fej3MJ8tAe2FeKD5,album,26,2015-04-28,Two Steps from Hell,2qvP9yerCZCS0U1gZU8wYp
Bilateral,6BA8AsaJWZ4HfoaDZC67tZ,album,10,2012-07-13,Leprous,4lgrzShsg2FLA89UM2fdO5
Obsidian,0QbbUNlRAjKU5MHloKkSLp,album,8,2018-07-13,Hidden Citizens,707cnVfI3ISM4j5uzfTc7J
Dark Matter,17Xehht6u24Nhnx8fGOIDy,album,11,2017-08-25,Les Friction,6w3KIJjRhRR0yuABLt68Rz
Battlecry,4y7T04fej3MJ8tAe2FeKD5,album,26,2015-04-28,Two Steps from Hell,2qvP9yerCZCS0U1gZU8wYp
"The Iconic Series, Vol. 6",7cJZqf9IKVbNOxnZzeY0wI,album,19,2017-09-28,J2,7bKIwE1P5IDeq0NcQC6dHd
Reawakenings,1CUCeOtiH3pknijQK7zduV,album,12,2016-10-28,Hidden Citizens,707cnVfI3ISM4j5uzfTc7J
Les Friction (Instrumental Bonus Tracks Version),1AhqxcT1po0xImc7TsY7MW,album,18,2012-01-24,Les Friction,6w3KIJjRhRR0yuABLt68Rz
Mammoth,50tSZpXu6mnxbNpcljZYhB,album,20,2016-02-26,Epic North,65VzgvnIOrNmIk4UwsMI39
Roses & Revolutions,4OfwTpLOdw2arj9V8rN1zi,single,6,2018-08-03,Roses & Revolutions,1EQiPk32D03HxHmExyCg9l
Suicidol,2eLcG0rEYCIvG9yKdE18e6,album,15,2015-05-26,Nitro,6jQZzWW3JlEtcRDSzFVKSP
Still Sleep?,38nZLvJx8A9p4YYpTG5iFP,album,14,2021-06-02,Sleepy Hallow,6EPlBSH2RSiettczlz7ihV
QVC9 - QUELLO CHE VI CONSIGLIO VOL. 9,5lfSlorm20o9qN9YoDmwFe,album,18,2020-11-06,Gemitaiz,4upwdFMlZBmQ68jP9jPzjK
Tom's Diner,7ClPGbXY81egfNn8H1hDAg,single,1,2019-06-28,"['AnnenMayKantereit', 'Giant Rooks']","['23xqmJEN3oVxwzqtNIyR5m', '5wD0owYApRtYmjPWavWKvb']"
BLOCCO 181 – ORIGINAL SOUNDTRACK,7jfOGP1vsNecfYTcwN3AyH,album,11,2022-05-27,Salmo,3hBQ4zniNdQf1cqqo6hzuW
this is what ____ feels like (Vol. 1-4),69AaAkdktFGnk9POmHENkT,album,12,2022-09-23,JVKE,164Uj4eKjl6zTBKfJLFKKK
X2,6ZVOpNfX2JMfAFDqEfmyQ5,album,18,2022-01-07,Sick Luke,0hk4xVujcyOr6USD95wcWb
Living Like This,3SEDMwsAeHgvbHVA74Kv4r,single,1,2021-03-11,Vibe Chemistry,1L5GuSYb4gktP74dqFkJpi
Stan Smith,2s7f4Qihh5MV7D6lKLPBjB,single,2,2022-01-27,"['Alcemist', 'Coco']","['6WzWO3A5YAYxLVD224S9P0', '7q33wxvdJ95u6w3fY2q5ai']"
Famoso,5fTgdXawyLC7oZEry7jGEk,album,15,2021-02-12,Sfera Ebbasta,23TFHmajVfBtlRx5MXqgoz
VIRUS,1PuzNok4t4FnyY92G202UU,album,16,2022-01-14,Noyz Narcos,49UAapOfpOg1ZOU4xf2NgY
"NOI, LORO, GLI ALTRI",0rgggvSYGSms079nUlcAGX,album,14,2021-11-19,Marracash,5AZuEF0feCXMkUCwQiQlW7
Them Vs. You Vs. Me (Deluxe Edition),2pCfqddO9tLKRz3wzSNGsZ,album,16,2007-01-01,Finger Eleven,0niJkG4tKkne3zwr7I8n9n
last day on earth,1979ERApWz1wTn3AgY3Wcz,single,1,2022-01-13,Tai Verdes,2kCO8LXN1usaOPL3iEE28I
SYRE,4IFpj2jyRcugt1yzH82m3E,album,17,2017-11-17,Jaden,0xOeVMOz2fVg5BJY3N6akT
You & I (Bou Remix),4TiJvVkjCsA5Jf84wYmjFN,single,1,2020-07-24,"['Bru-C', 'Bou', 'Simula']","['7GDrXlpRrdG29o4n0pNR5D', '35dxfY1wywqVRUEaVuMm13', '2KCmoJZgpL6hNFdT4l9PTl']"
Unorthodox Jukebox,58ufpQsJ1DS5kq4hhzQDiI,album,10,2012-12-07,Bruno Mars,0du5cEVh5yTK9QJze8zA0C
TNT,5l5nXXmxIcbhqF04iJPdoG,single,1,2020-05-25,NAYANA IZ,2d8cMSPIFolHyxuox8ESfm
Your Heart,1VKFaHoIvkZTzsSRad2jDZ,single,1,2021-09-24,"['Joyner Lucas', 'J. Cole']","['6C1ohJrd5VydigQtaGy5Wa', '6l3HvQ5sa6mXTsMTB19rO5']"
X2,6ZVOpNfX2JMfAFDqEfmyQ5,album,18,2022-01-07,Sick Luke,0hk4xVujcyOr6USD95wcWb
Kaos Nomada,7csdaoIY5ybqyXJ52NP8Mu,album,21,2018-07-27,Hard GZ,79N4S7UXdjo2fAh3OHJQuB
TV,6E8lxwX7KMAO9nCx4A5tAR,album,13,2021-05-20,Tai Verdes,2kCO8LXN1usaOPL3iEE28I
Book of Ryan (Bonus Track Edition),0idU1VT6ONFjprwVvNYs8N,album,21,2018-05-04,"Royce Da 5'9""",6DVipHzYsPlIoA0DW8Gmns
Entropy,1f1Nw9Ro4fLC2Dd5opqhD3,album,8,2020-08-31,Vibe Chemistry,1L5GuSYb4gktP74dqFkJpi
Shoot For The Stars Aim For The Moon,7e7t0MCrNDcJZsPwUKjmOc,album,19,2020-07-03,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj
Hell: The Sequel (Deluxe),5abCMGtyHwpOr9cEbwfP1P,album,11,2011-01-01,Bad Meets Evil,77IURH5NC56Jn09QHi76is
Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),35s58BRTGAEWztPo9WqCIs,compilation,13,2018-12-14,Lil Wayne,55Aa2cqylxrFIXC767Z865
On My Mind,1JrGKRGG626YiCc6qR18dW,single,1,2020-03-05,"['Diplo', 'SIDEPIECE']","['5fMUXHkw8R8eOP2RNVYEZX', '5czbzNZZfWpyFgZyfT3Mkk']"
ye,2Ek1q2haOnxVqhvVKqMvJe,album,7,2018-06-01,Kanye West,5K4W6rqBFWDnAN6FQUkS6x
Down by the River,40xnP0b312DTeyZKmI8sQJ,single,1,2021-10-22,Jake Fonda,3ANPvyODat66jmYRyth6Qs
"Balling (feat. Songer, Mr Traumatik, Devilman & OneDa) [Edit]",775Vio9oXjiTAbh7Ad15ay,single,2,2022-03-24,"['Vibe Chemistry', 'Songer', 'Mr Traumatik', 'Devilman', 'OneDa']","['1L5GuSYb4gktP74dqFkJpi', '1iW3b73XWPQSknLyH5kDrd', '2ZKsAq380W6XWsyWyuKv3Z', '73nEd2GvjMYNSsFnxKSDAK', '1DwRZpAKiTkUXcprfnxEFr']"
Ghetto Lenny's Love Songs,0ufGvePLRPce9olVIZhRyE,album,14,2019-08-23,SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ
Piove Ancora,4YFbmYCyhx8cC8AvOVT8DO,album,15,2021-11-05,"['Silent Bob', 'Sick Budd']","['4oEO6Ud3efrjTNSR9SMleI', '5h8RF4h6OhX1zIssiLPndr']"
Rebus,0Otjtd9sT4ZwhzX7AirKC6,single,7,2013-05-06,En?gma,5pbBGJlVCUzwmdfd1Q1tEX
Man On The Moon: The End Of Day (Int'l Version),6oPPKtAwNNlkW4wwHfQDfM,album,16,2009-01-01,Kid Cudi,0fA0VVWsXO9YnASrzqfmYu
Ghetto Lenny's Love Songs,0ufGvePLRPce9olVIZhRyE,album,14,2019-08-23,SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ
Only Just Begun,7g3iZpvmy9PziqEiTpJYde,single,1,2018-07-27,"['Manudigital', 'Joseph Cotton']","['1EPdzkPNE9fwx1qhN4mUrH', '3Nl5krgTVhE7EPc8Qv8ME7']"
SESSO OCCASIONALE,51lcCxrqnkTxRLbmbL7KX6,single,1,2022-02-03,Tananai,35V1WomiedCJeGfupcPm7s
Man On The Moon: The End Of Day (Int'l Version),6oPPKtAwNNlkW4wwHfQDfM,album,16,2009-01-01,Kid Cudi,0fA0VVWsXO9YnASrzqfmYu
Sucks To Be You,0IWtiwduz6JnIP7wiR8QDv,single,1,2020-10-26,SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ
SANDRO TONALI,3qWNvovfpHfCSjhPPxejse,single,1,2022-04-29,Dani Faiv,0ffKEtMDnROKWyJtXUnLbJ
SIRIO,2v7KXdLrb81rGL9G7jwcjF,album,17,2022-04-07,Lazza,0jdNdfi4vAuVi7a6cPDFBM
Ghetto Heisman,6oFqjPc6qSFepKCWgO8BGw,album,16,2002-01-01,WC,3NgwMzys77S7sgfh2W5k0V
m%n,6EkbZ11Pg8jQAViLSZ1o7y,single,1,2021-10-22,thasup,19i93sA0D7yS9dYoVNBqAA
BM (London View),4oB0i1S43BE1uM7eopeurT,single,1,2021-07-23,OTP,3AFt30387waHIjjDL63XeI
SIRIO,2v7KXdLrb81rGL9G7jwcjF,album,17,2022-04-07,Lazza,0jdNdfi4vAuVi7a6cPDFBM
Caos,3uiWXB4lUCGo3QHxMVxGEB,album,17,2022-03-18,Fabri Fibra,7u710e44HW3K7A5eTnRqHC
Go (Remixes),1kGbwOHke3PrRnZAmlkoOu,album,8,2022-03-25,Cat Burns,6WFDpw4u23uSpon4BHvFRn
Voodoo,6SnySp714y6v8OLHZQeoVX,single,1,2022-04-08,BOA Hunxho,2F3LBiE1vrZao4CoBEkKG6
Heartbreak Hotel,1s3FhStc2d6wgLGS5thX8f,single,1,2022-03-15,Spud and Cam,680lYkxBADLoZUWQRQBdzg
The Best Part of Life,3TrtHC3Pq5wtbbiGspOxWq,single,1,2021-12-17,SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ
SIRIO,2v7KXdLrb81rGL9G7jwcjF,album,17,2022-04-07,Lazza,0jdNdfi4vAuVi7a6cPDFBM
GEMINI,13k9edoyg9kGbLMkHpSneJ,album,13,2019-06-14,Nerone,7kG6A2lZMXeaD5YkubF5Kn
Solo Un Uomo,4QMl2cEYG9NHvreN0V0rQK,album,40,2006-01-01,Mondo Marcio,6Fd10Q3sQq1NsvpFTlvMsN
Pensando a lei,16TddOdM2qRyKoyjy05nQn,single,1,2022-02-11,Shiva,2K5nCggbhSZ00YCYP5qkZS
The Life I Live,6Ydpu0x895or3FllAhcvok,single,1,2020-09-26,Dabwoykd,26xVAa6CbjuKkvvQUSRaeO
ITAGLIANO,3YPZm4dmBX06ClQdM1IKyB,single,1,2022-08-26,Slava,2OauM2Rnpf6CBDwTtrS2vU
Audioslave,78guAsers0klWl6RwzgDLd,album,14,2002-11-17,Audioslave,2ziB7fzrXBoh1HUPS6sVFn
RAP DEVIL,5OSYbbvt14377R8tEOCRUX,single,1,2018-09-08,Machine Gun Kelly,6TIYQ3jFPwQSRmorSezPxX
Celebration (double disc version),43lok9zd7BW5CoYkXZs7S0,compilation,37,2009-09-18,Madonna,6tbjWDEIzxoDsBA1FuhfPW
X2,6ZVOpNfX2JMfAFDqEfmyQ5,album,18,2022-01-07,Sick Luke,0hk4xVujcyOr6USD95wcWb
BLOCCO 181 – ORIGINAL SOUNDTRACK,7jfOGP1vsNecfYTcwN3AyH,album,11,2022-05-27,Salmo,3hBQ4zniNdQf1cqqo6hzuW
Ghetto Lenny's Love Songs,0ufGvePLRPce9olVIZhRyE,album,14,2019-08-23,SAINt JHN,0H39MdGGX6dbnnQPt6NQkZ
Rise Of An Empire (Deluxe Edition),0UwpSCPnNPksM1meQJnBAF,album,14,2014-01-01,Young Money,5OrB6Jhhrl9y2PK0pSV4VP
Golden Hour,7f6xPqyaolTiziKf5R5Z0c,album,13,2018-03-30,Kacey Musgraves,70kkdajctXSbqSMJbQO424
Hellvisback,6o2ipzLDelm6yXU0v4ZOIK,album,13,2016-02-05,Salmo,3hBQ4zniNdQf1cqqo6hzuW
La Freschezza Del Marcio,5N6fQQ3wqWTTZc50GOTuRE,album,16,2016-03-11,Mondo Marcio,6Fd10Q3sQq1NsvpFTlvMsN
The Unknown,1wg7L2HsQWJNsiTb7S6mJO,single,1,2021-09-10,BENJI PATTERSON,4PxB0jPYitaS2xQFP5LY7s
UNtitled,5rNKTGMry1qFTtgmlpdy0f,album,10,2019-05-31,Gemello,3GNq6JwYWh8B2xujy6ub04
Cups (Pitch Perfect’s “When I’m Gone”),0ADeebtY9ygMEZkuEuTAUu,single,1,2013-01-01,Anna Kendrick,6xfqnpe2HnLVUaYXs2F8YS
Eclissi,0VliboIrLzdC2Qgjdm5V4S,album,13,2022-05-12,Gemitaiz,4upwdFMlZBmQ68jP9jPzjK
Just For Me (Space Jam: A New Legacy),0uXCtaJMMAAgaB1AavNLSh,single,1,2021-06-11,"['SAINt JHN', 'SZA']","['0H39MdGGX6dbnnQPt6NQkZ', '7tYKF4w9nC0nq9CsPZTHyP']"
Scialla Semper (Emodrill Repack),6nIBGD2Z0TbFrNcFOfhHVJ,album,13,2019-09-27,Massimo Pericolo,1El4YQA8oCXX7ynFSxRTFq
Fuori Da Qui,4JbzpCjTR2ISZGYSgHoFb4,album,14,2016-04-22,Jake La Furia,6JFRI91YaCXREGQYzHSnUH
Mamba Mentality,4H8JWrQKqevAgD5cRxvjxl,single,1,2020-05-24,Thorb,4sTIVf4kmLrXbQcvARUx8A
Breath Control,5B4DdUiOdsv70OGKuoGD3x,single,1,2022-06-10,"['Logic', 'Wiz Khalifa']","['4xRYI6VqpkE3UwrDrAZL8L', '137W8MRPWKqSmrBGDBFSop']"
Retail Therapy,4w3zllIwPthZ7AfhpeZNOe,single,2,2022-01-06,Central Cee,5H4yInM5zmHqpKIoMNAx4r
"Keta Music, Vol. 3",5XmLyPktaR9fYxYqtQukqa,album,11,2021-07-23,Emis Killa,6FtwCmLY6L1sqvjaQ2lV6G
Mondo Marcio (2022 Remastered),76VmOnyPsdl1fZRqnOhGkf,album,16,2004-05-01,Mondo Marcio,6Fd10Q3sQq1NsvpFTlvMsN
Tourist History,6n8oS6u5qw6xWGT754V1M6,album,10,2010-03-01,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl
Come Uccidere Un Usignolo,2MEJwoXq5hRxCU2vzOhwIp,album,8,2017-06-02,Ernia,3fhMfkPPzksWuw0hEm4ldm
Young Shahrukh (Slowed),5EmstK4k43eAwEOw0w0FG1,single,1,2021-11-23,"['Tesher', 'DarkMode']","['49YbNTLaaAbZHLtDI2aPGL', '3adHo2mQl0i6oATmotIjRE']"
Die Young (feat. 347aidan),33C2Ujqsq5tFa93LtafTHN,single,1,2022-05-25,"['Sleepy Hallow', '347aidan']","['6EPlBSH2RSiettczlz7ihV', '0bBz5bRBkExaej2HxtVfCw']"
DITTO,41udGVovlmMv8eD3cQkJXu,single,1,2021-02-26,Aries,3hOdow4ZPmrby7Q1wfPLEy
The Off-Season,4JAvwK4APPArjIsOdGoJXX,album,12,2021-05-14,J. Cole,6l3HvQ5sa6mXTsMTB19rO5
Volare,49NVOF8cRsKJtl38a9AGo0,album,14,2022-05-18,Coez,5dXlc7MnpaTeUIsHLVe3n4
The Documentary,4PrPbmm0gKvaD3rerOXFg8,album,18,2005,The Game,0NbfKEOTQCcwd6o7wSDOHI
Gemelli,2hHDTcf1MzvkDdFm0CEujn,album,13,2021-01-19,Ernia,3fhMfkPPzksWuw0hEm4ldm
Caos,3uiWXB4lUCGo3QHxMVxGEB,album,17,2022-03-18,Fabri Fibra,7u710e44HW3K7A5eTnRqHC
Down Under (feat. Colin Hay),64xmSwJJbFQMf63AFYZXpW,single,1,2021-11-19,"['Luude', 'Colin Hay']","['20cmhoGvN0eyzhmsHJH1Mg', '5mxB08ktCukEhGMg2YZeEv']"
Wicked (Acapella),0sb4AcyXQ497XQNy9Rd8Vp,single,2,2021-09-15,JMB Juvie,25zUbJzU1WGRTN5Y0ajRzd
17,11T8pkk7VAT7LeoReyY7B7,album,17,2020-09-18,"['Emis Killa', 'Jake La Furia', 'Massimo Pericolo']","['6FtwCmLY6L1sqvjaQ2lV6G', '6JFRI91YaCXREGQYzHSnUH', '1El4YQA8oCXX7ynFSxRTFq']"
Whisky and Spice,67S8NfIArqth9PCutPkxKT,single,1,2020-03-23,"['Yeico X Toni', 'Yeico', 'Toni']","['5ZwHSnkRmmVg73BeI4Ne4f', '5hjHdxNPS2SGCNQM80eFhl', '5mbFiIMNuHNsE3dyOBu7F6']"
"Red Bull 64 Bars, The Album",1UAkQ5bV8GvKrSMA4Vd1MV,compilation,14,2021-05-27,Marracash,5AZuEF0feCXMkUCwQiQlW7
Fabiano detto Inoki,19dM4Pt4jFNdXiwjQG3ZK8,album,20,2005-10-19,Inoki,0nKxW51VOD6px2uMM4ehfF
Musica Commerciale,6wa4PDRwpX9aoPHNmNnPto,album,15,2013-01-01,Jake La Furia,6JFRI91YaCXREGQYzHSnUH
Malammore,4A9xE2QAA6dgTcqMrnjpqP,album,19,2016-07-15,Luchè,3yiEJ9SByXZMXTwaKdVFN4
Santeria (Voodoo Edition),2c3Hl7Ahb1plOJEBhLZImS,album,21,2016-12-02,"['Marracash', 'Guè']","['5AZuEF0feCXMkUCwQiQlW7', '7F2utINZ6tSokSiZTQBE27']"
DM,2wFPybaZ7oHeq46EcbrCTD,single,6,2020-04-29,"['Nerone', 'Warez', 'Motogucci']","['7kG6A2lZMXeaD5YkubF5Kn', '4WdCVm6hL5quAfNhZzCB1s', '5x3aBCDY6SEv0jmb7S57Aq']"
Underground Sound,1ILkKLukIXJjclMoeDx9pe,single,1,2021-05-21,Joey Valence & Brae,1q4618qKswelCGLoanFKQh
Body on Fire,4sK64oC4oTFy2tCA18ktl9,single,1,2020-08-14,"['Dillistone', 'NOËP']","['7ypPN35cJ9wfF2Zs7aYS33', '0SjnenkLIpqRE9SUzogeOp']"
KG0516,5CS8E6JVACItYto4OOJoPW,album,16,2021-03-26,KAROL G,790FomKkXshlbRYZFtlgla
SIRIO,2v7KXdLrb81rGL9G7jwcjF,album,17,2022-04-07,Lazza,0jdNdfi4vAuVi7a6cPDFBM
Salvatore,5YMLvb4ZjBfVwJMf6dTKRZ,album,18,2022-10-21,Paky,1KQJOTeIMbixtnSWY4sYs2
Odisea,4s05NbwGgw5SO42AdsN5Oo,album,16,2017-08-25,Ozuna,1i8SpTcr7yvPOmcqrbnVXY
Salvatore,5YMLvb4ZjBfVwJMf6dTKRZ,album,18,2022-10-21,Paky,1KQJOTeIMbixtnSWY4sYs2
Acapulco,76f2Wq7QxiHImxzsYwiXWW,single,1,2021-09-03,Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y
No Sound Without Silence,6yd9yk8nFcHalXzy7mgaDx,album,11,2014-09-15,The Script,3AQRLZ9PuTAozP28Skbq8V
The Motto,278z9UXJaMNDH9Bel9uAxV,single,1,2021-11-04,"['Tiësto', 'Ava Max']","['2o5jDhtHVPhrJdv3cEQ99Z', '4npEfmQ6YuiwW1GpUmaq3F']"
SIRIO,2v7KXdLrb81rGL9G7jwcjF,album,17,2022-04-07,Lazza,0jdNdfi4vAuVi7a6cPDFBM
Feel Something,6MuWCR3WPjwyKhqsTKLZ3z,album,12,2017-06-23,Jaymes Young,6QrQ7OrISRYIfS5mtacaw2
Mon Amour (Remix),4TWsxSw8df17aja6JSaar5,single,1,2021-08-18,"['zzoilo', 'Aitana']","['7c53ZFyajVMTo08HmvoB6b', '7eLcDZDYHXZCebtQmVFL25']"
abcdefu,6tUQPKlpR4x1gjrXTtOImI,single,1,2021-08-13,GAYLE,2VSHKHBTiXWplO8lxcnUC9
Black Magic,5AK6JW4lDEomh8p9LdTSV3,single,1,2020-12-18,Jonasu,7u4ayw4QFEsolPxZgnPAMT
El Dorado,270o30h7cAlEhBnbuSpFZq,album,13,2021-03-26,24kGoldn,6fWVd57NKTalqvmjRd2t8Z
Emanuele (Marchio registrato),2ahd6iY3PPFIK0Tu1oB46c,album,21,2020-07-09,Geolier,27LlKWxS3KXW7RRAxN5S8s
One Kiss (with Dua Lipa),7GEzhoTiqcPYkOprWQu581,single,1,2018-04-06,"['Calvin Harris', 'Dua Lipa']","['7CajNmpbOovFoOoasH2HaY', '6M2wZ9GZgrQXHCFfjv46we']"
Heat Waves,69K1zrf6TkXHdYUO8n2qVi,single,1,2020-06-29,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq
Memories...Do Not Open,4JPguzRps3kuWDD5GS6oXr,album,12,2017-04-07,The Chainsmokers,69GGBxA162lTqCwzJG5jLp
17 - Dark Edition,6nKQCH9bP1APHf83iDCjO2,album,24,2021-02-26,"['Emis Killa', 'Jake La Furia', 'Geolier']","['6FtwCmLY6L1sqvjaQ2lV6G', '6JFRI91YaCXREGQYzHSnUH', '27LlKWxS3KXW7RRAxN5S8s']"
La 167,0T6QxdJZwYrXPHd829SnqK,album,25,2021-10-01,Farruko,329e4yvIujISKGKz1BZZbO
Where Are You Now,5YrOK7zze6egKg9a8WRcnD,single,1,2021-07-30,"['Lost Frequencies', 'Calum Scott']","['7f5Zgnp2spUuuzKplmRkt7', '6ydoSd3N2mwgwBHtF6K7eX']"
Re Mida,4OEhFBWot75bQO4s9K2gGk,album,17,2019-03-01,Lazza,0jdNdfi4vAuVi7a6cPDFBM
Better Days (NEIKED x Mae Muller x Polo G),2wcv0lHk5fUYyNGKugGa7q,single,1,2021-09-24,"['NEIKED', 'Mae Muller', 'Polo G']","['5H6xmHXjsq98NLbEjuE29f', '1BEUkE2CSUgHTLSBMZdnFB', '6AgTAQt8XS6jRWi4sX7w49']"
Warrior (Expanded Edition),5ZQB1ZQ2Yx9YT3nZlR2Pgu,album,24,2012-11-30,Kesha,6LqNN22kT3074XbTVUrhzX
MONTERO,6pOiDiuDQqrmo5DbG0ZubR,album,15,2021-09-17,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq
Re Mida,4OEhFBWot75bQO4s9K2gGk,album,17,2019-03-01,Lazza,0jdNdfi4vAuVi7a6cPDFBM
Fingers Crossed,7i5dqey54xo8F2flVer0yY,single,1,2022-01-05,Lauren Spencer Smith,79AyR6ATpj2LTPxfb6FX50
Sunroof,0VaHnwzDug4AcDkejYDUl5,single,1,2021-12-03,"['Nicky Youre', 'dazy']","['7qmpXeNz2ojlMl2EEfkeLs', '38PzLQE4GW8o7A18oGhi0x']"
TAXI DRIVER,4D04TN7Kw7Bq98kfDjUmgh,album,15,2021-11-30,Rkomi,056KMTw6IztdQjBmFfVyO3
An Evening With Silk Sonic,1YgekJJTEueWDaMr7BYqPk,album,10,2021-11-11,"['Bruno Mars', 'Anderson .Paak', 'Silk Sonic']","['0du5cEVh5yTK9QJze8zA0C', '3jK9MiCrA42lLAdMGUZpwa', '6PvvGcCY2XtUcSRld1Wilr']"
Criminal,0S19ks6TFDHZKEYWFvrRm0,single,1,2017-09-01,"['Natti Natasha', 'Ozuna']","['1GDbiv3spRmZ1XdM1jQbT7', '1i8SpTcr7yvPOmcqrbnVXY']"
20,0KYX8LOknGNZ7CkC5EuHJw,album,14,2018-04-20,Capo Plaza,5SulO4l40qDuV9zUGLZx7n
Re Mida,4OEhFBWot75bQO4s9K2gGk,album,17,2019-03-01,Lazza,0jdNdfi4vAuVi7a6cPDFBM
Unorthodox Jukebox,58ufpQsJ1DS5kq4hhzQDiI,album,10,2012-12-07,Bruno Mars,0du5cEVh5yTK9QJze8zA0C
Night Visions,6nxDQi0FeEwccEPJeNySoS,album,14,2012-09-04,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q
Planet Her,1nAQbHeOWTfQzbOoFrvndW,album,14,2021-06-25,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5
MONTERO,6pOiDiuDQqrmo5DbG0ZubR,album,15,2021-09-17,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq
SIRIO,2v7KXdLrb81rGL9G7jwcjF,album,17,2022-04-07,Lazza,0jdNdfi4vAuVi7a6cPDFBM
Emanuele,0ezPP4vUJkMXitFq8oWxyl,album,16,2019-10-10,Geolier,27LlKWxS3KXW7RRAxN5S8s
Trompeta,5a2AjbhoB8uOlPbl8owiga,single,1,2022-02-18,Willy William,4RSyJzf7ef6Iu2rnLdabNq
Walk,0BgqTlqcgaDljoUlVrOzwO,single,1,2014-09-26,Kwabs,0r0KdmVS1Er3kaFnl1KPog
The Lockdown Sessions,2Gd77sRs3Y8z8V08Hj6EzC,album,17,2021-10-22,Elton John,3PhoLpVuITZKcymswpck5b
FANTASMI (feat. Geolier & Marracash),4SyvX5syFVUmPvC8yS9KPw,single,1,2021-04-23,"['TY1', 'Geolier', 'Marracash']","['2DWRgncNMnTfwDiKSI0VoP', '27LlKWxS3KXW7RRAxN5S8s', '5AZuEF0feCXMkUCwQiQlW7']"
The Days / Nights,0h2knr6qpiAq0tV5ri5JMF,album,4,2014-01-01,Avicii,1vCWHaC5f2uS3yhpwWbIA6
Native,20lOt6G8MHv8ZO7ViOmiP7,album,12,2013-01-01,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ
La Última Promesa,4AHHM76jyqUiC1HRd37ZQQ,album,14,2021-08-19,Justin Quiles,14zUHaJZo1mnYtn6IBRaRP
