name,id,genre
dazy,38PzLQE4GW8o7A18oGhi0x,['Without Genre']
Anderson .Paak,3jK9MiCrA42lLAdMGUZpwa,['escape room']
Silk Sonic,6PvvGcCY2XtUcSRld1Wilr,['neo soul']
Natti Natasha,1GDbiv3spRmZ1XdM1jQbT7,"['latin hip hop', 'latin pop', 'rap latina', 'reggaeton', 'urbano latino']"
Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,"['modern rock', 'rock']"
Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,"['dance pop', 'pop']"
Willy William,4RSyJzf7ef6Iu2rnLdabNq,['francoton']
Kwabs,0r0KdmVS1Er3kaFnl1KPog,"['gauze pop', 'tropical house']"
Elton John,3PhoLpVuITZKcymswpck5b,"['glam rock', 'mellow gold', 'piano rock']"
PNAU,6n28c9qs9hNGriNa72b26u,"['alternative dance', 'aussietronica', 'australian dance', 'australian electropop', 'edm']"
TY1,2DWRgncNMnTfwDiKSI0VoP,['italian hip hop']
Avicii,1vCWHaC5f2uS3yhpwWbIA6,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,"['piano rock', 'pop']"
Justin Quiles,14zUHaJZo1mnYtn6IBRaRP,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'urbano latino']"
Chimbala,4VVEpEhC8NcR7AqNEds42U,"['dembow', 'dominican pop', 'rap dominicano', 'urbano latino']"
Zion & Lennox,21451j1KhjAiaYKflxBjr1,"['latin hip hop', 'reggaeton', 'urbano latino']"
JID,6U3ybJ9UHNKEdsH7ktGBZ7,"['hip hop', 'rap']"
Arcane,57nPqD7z62gDdq37US9XJR,['Without Genre']
League of Legends,47mIJdHORyRerp4os813jD,"['speedrun', 'video game music']"
Nathan Dawe,2gduEC76ry33RVurAvT05p,"['dance pop', 'house', 'pop dance', 'tropical house', 'uk dance']"
Ella Henderson,7nDsS0l5ZAzMedVRKPP8F1,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'talent show', 'tropical house', 'uk pop']"
Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,"['danish pop', 'pop', 'scandipop']"
WALK THE MOON,6DIS6PRrLS3wbnZsf7vYic,"['dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
Katy Perry,6jJ0s89eD6GaHleKKya26X,"['dance pop', 'pop']"
Juicy J,5gCRApTajqwbnHHPbr2Fpi,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']"
Sean Paul,3Isy6kedDrgPYoTS1dazA9,"['dance pop', 'dancehall', 'pop rap']"
Train,3FUY2gzHeIiaesXtOAdB7A,"['dance pop', 'neo mellow', 'pop', 'pop rock']"
Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,['modern rock']
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,"['pop', 'uk pop']"
Clean Bandit,6MDME20pz9RveH9rEXvrOM,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']"
Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']"
Sech,77ziqFxp5gaInVrF2lj4ht,"['panamanian pop', 'reggaeton', 'urbano latino']"
Daddy Yankee,4VMYDCV2IEDYJArk749S6m,"['latin hip hop', 'reggaeton', 'urbano latino']"
J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,"['reggaeton', 'reggaeton colombiano', 'urbano latino']"
ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,['r&b en espanol']
Speranza,0W0oW3iaBwbtcXqdDrfC6F,"['drill italiana', 'italian hip hop', 'trap italiana']"
Side Baby,6PXiPeUVFrlaC1n8511ijT,"['italian hip hop', 'trap italiana']"
Taxi B,5FkcU4BVzPptuB6AjobZIL,"['italian hip hop', 'trap italiana']"
Anuel AA,2R21vXR83lH98kGeO99Y66,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
Romeo Santos,5lwmRuXgjX8xIwlnauTZIP,['bachata']
Gym Class Heroes,4IJczjB0fJ04gs4uvP0Fli,"['dance pop', 'pop rap']"
Adam Levine,4bYPcJP5jwMhSivRcqie2n,['deep talent show']
MEDUZA,0xRXCcSX89eobfrshSVdyu,"['edm', 'electro house', 'pop', 'pop dance', 'pop house', 'tropical house']"
Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,"['folk-pop', 'irish pop']"
ABBA,0LcJLqbBmaGUft1e9Mm8HV,"['europop', 'swedish pop']"
AVA,7zPS3i8YJBNeDcqXUHfCMr,['trap italiana']
Medy,3lbFUmlaNMa9ZVSabLlkhn,"['italian hip hop', 'trap italiana']"
VillaBanks,3ASAxVN1hNoYfoMcIkzZWL,"['italian hip hop', 'trap italiana']"
Nicky Jam,1SupJlEpv7RS2tPNRaHViT,"['latin hip hop', 'reggaeton', 'urbano latino']"
The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Olivia Rodrigo,1McMsnEElThX1knmY4oliG,['pop']
Becky G,4obzFoKoKRHIphyHzJ35G3,"['dance pop', 'latin pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']"
Nico & Vinz,0awl5piYwO0CDTHEkCjUhn,['pop rap']
DaBaby,4r63FhuTkUYltbVAg5TQnk,"['north carolina hip hop', 'rap', 'trap']"
Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,"['dance pop', 'neo soul', 'pop']"
Pitbull,0TnOYISbd1XYRBk9myaseg,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
Ne-Yo,21E3waRsmPlU7jZsS13rcj,"['dance pop', 'pop', 'urban contemporary']"
Afrojack,4D75GcNG95ebPtNvoNVXhz,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop rap', 'progressive house', 'tropical house']"
Nayer,1ruutHJcECI7cos2n5TqpO,['deep dance pop']
Post Malone,246dkjvS1zLTtiykXe5h60,"['dfw rap', 'melodic rap', 'rap']"
Danny Ocean,5H1nN1SzW0qNeUEZvuXjAj,"['pop venezolano', 'reggaeton', 'urbano latino']"
Myke Towers,7iK8PXO48WeuP03g8YR51W,"['reggaeton', 'trap latino', 'urbano latino']"
Taio Cruz,6MF9fzBmfXghAz953czmBC,"['dance pop', 'edm', 'pop', 'pop rap']"
Bad Bunny,4q3ewBCX7sLwd24euuV69X,"['reggaeton', 'trap latino', 'urbano latino']"
Tainy,0GM7qgcRCORpGnfcN2tCiB,"['latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
BoyWithUke,1Cd373x8qzC7SNUg5IToqp,['sad rap']
Joji,3MZsBdqDrRTJihTHQrO6Dq,['viral pop']
Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,"['modern rock', 'rock']"
blackbear,2cFrymmkijnjDg9SS92EPM,"['pop', 'pop rap']"
TheFatRat,3OKg7YbOIatODzkRIbLJR4,['speedrun']
RIELL,0xD6n0wj7aqV5g5LcRNBUd,['Without Genre']
Powfu,6bmlMHgSheBauioMgKv2tn,"['lo-fi chill', 'sad lo-fi', 'sad rap']"
Theø,46zGU1FOSsPBXb1csAeMJd,"['emo rap italiano', 'italian hip hop']"
Plant,6gHfqtW8exAkwlpwHN4JyZ,['italian hip hop']
Fiks,2o6oF1x3tWoVUXb4C4NHze,['emo rap italiano']
LA SAD,1y5nSaw0Am7fIEDAkrfgjY,['Without Genre']
Cecilia Gault,1A1ZXMqcpElewwm16R0cmk,['hyperpop']
Anjulie,4DTbdShHu2RPYEEMUp2XWV,['canadian pop']
Everen Maxwell,23kOQsgl3Wmza7ppIaq0SB,"['gaming edm', 'speedrun']"
Lindsey Stirling,378dH6EszOLFShpRzAQkVM,"['bow pop', 'pop violin']"
Dari,5qqKkW8y9BPVgy1EKBa5Bl,['Without Genre']
POORSTACY,7vSY9HEreOqb1Llar3UC38,"['emo rap', 'melodic rap']"
Travis Barker,4exLIFE8sISLr28sqG1qNX,['rap rock']
Ren,0Repe2EiNjaFAFIukrroUM,['brighton indie']
mxmtoon,0HthCchcL0kVLHTr113Vk1,"['bedroom pop', 'indie pop']"
WILLOW,3rWZHrfrsPBxVy692yAIxF,"['afrofuturism', 'pop', 'post-teen pop']"
Eagles,0ECwFtbIWEVNwjlrfc6xoL,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']"
Oasis,2DaxqgrOhkeH0fpeiQq2f4,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'pop rock', 'rock']"
CHINCHILLA,7iNrvS80wnHDGVxw3qNRiI,['Without Genre']
Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,"['melodic metalcore', 'metalcore', 'rock', 'uk metalcore']"
Sam Tompkins,04uu8U3I1h26Fp2NBkPTRZ,['Without Genre']
glaive,4cJKDGSv4Dz9QycXYmo565,"['glitchcore', 'hyperpop', 'proto-hyperpop', 'sad rap']"
Marco Mengoni,3xGlLcG9CUrs5MvFkSLOS5,"['italian adult pop', 'italian pop', 'italian pop rock']"
Gazzelle,7KFOc3T4Xo8DVZt4PWw2qN,"['italian indie pop', 'rome indie']"
Fasma,1hM06YHQ635cZwwUbn7dpk,"['emo rap italiano', 'italian hip hop', 'italian pop', 'pop virale italiano']"
GG,0kbBijEWCi7FWrBpnpOcHd,['Without Genre']
Adriano Celentano,1yq9UuPp5DIb5w6eswGbKV,"['classic italian pop', 'italian adult pop']"
Michele Merlo,6ngQRJyPmD9dPecABvtYW2,['Without Genre']
Mr Gabriel,1rsgErnMZ2QvhZzBpEDTJS,['Without Genre']
will.i.am,085pc2PYOi8bGKj0PNjekA,"['dance pop', 'pop', 'pop rap']"
Macklemore & Ryan Lewis,5BcAKTbp20cv7tC5VqPFoC,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']"
Macklemore,3JhNCzhSMTxs9WLGJJxWOY,"['pop rap', 'seattle hip hop']"
Ryan Lewis,4myTppRgh0rojLxx8RycOp,['Without Genre']
Ray Dalton,4e0nWw2r4BoQSKPQ2zpU13,['Without Genre']
BANNERS,4qWnlmXWuGv2TtuxtIWlJX,"['indie poptimism', 'pop', 'pop rock']"
Noemi,62C5P1caRIK12ndTkzNJjA,"['italian adult pop', 'italian pop']"
Drast,4e250LmaRPGcp0rbUbJtJm,['emo trap italiana']
Leon Faun,14XRgLXin9R3eKTNXBNwos,['italian hip hop']
Alessandra Amoroso,2pjb5ffSoVTr5lRYQXlnPu,"['italian adult pop', 'italian pop', 'italian pop rock']"
DB Boulevard,17jVKTope5TIJoBQBTzaxj,['vocal house']
Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,"['dance pop', 'pop', 'pop rap', 'urban contemporary']"
Shablo,6hkKbkZGvAXuvle2FhCnxy,['italian hip hop']
Franco126,2KkO9uXHF9BVNJASjLekAc,"['italian hip hop', 'italian indie pop', 'rome indie']"
Ketama126,0pSx3asj3usz5PRt8COo0E,"['drill italiana', 'emo rap italiano', 'italian hip hop', 'italian indie pop', 'trap italiana']"
Elisa,2ARH58Hit3yC6ziGdhma23,"['italian adult pop', 'italian pop']"
Merk & Kremont,5rRcnWrevHgbuWjl7Lhft7,['electro house']
DNCE,6T5tfhQCknKG4UnH90qGnz,"['dance pop', 'edm', 'pop', 'post-teen pop']"
Laura Pausini,2e4nwiX8ZCU09LGLOpeqTH,"['europop', 'italian adult pop', 'latin arena pop', 'latin pop', 'mexican pop']"
GionnyScandal,7EyPI6TWLhz3XUpxkbyCV2,"['emo rap italiano', 'italian adult pop', 'italian pop']"
chiello,5mjasIBQQPIqA9GV2Ys61h,"['italian hip hop', 'italian indie pop']"
Purple Disco Machine,2WBJQGf1bT1kxuoqziH5g4,"['deep house', 'edm', 'house', 'tropical house']"
Moss Kena,2u6jNcpusijFS6ZzuWRwMv,['uk contemporary r&b']
The Knocks,2x7EATekOPhFGRx3syMGEC,"['alternative dance', 'edm', 'indie poptimism', 'nu disco', 'tropical house']"
Emanuele Aloia,3vkFU3DBYyYBSUt323pj76,['italian pop']
Janieck,1bZDq4po4dMIpN74Zendm0,['dutch pop']
Vance Joy,10exVja0key0uqUkk6LJRT,"['folk-pop', 'pop']"
Will,7qIrqNF6i1kRLkGLgGXuZq,['pop virale italiano']
Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,"['dance pop', 'pop', 'viral pop']"
Aka 7even,0lQtBhjEJpoOroQS6fbWMc,"['italian adult pop', 'italian pop']"
Manuela Villa,59PP4brVe9kmreXmenzpa4,['Without Genre']
Jason Mraz,4phGZZrJZRo4ElhRtViYdl,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']"
Max Gazzè,1h5O32I1o0VOnpLmKXLfRa,['italian adult pop']
Colapesce,2KX2VLr3Eu6sn6EtxzCtvf,"['indie siciliano', 'italian alternative', 'italian indie pop']"
Dimartino,1k3zqz5SgrYCE0wpcfJX3g,"['indie siciliano', 'italian indie pop']"
Zero Assoluto,3bf7Y2it29DeOjXpIibCOe,"['europop', 'italian adult pop', 'italian pop']"
Loredana Bertè,2XpUprTohaksHpVjUtTvlx,"['classic italian pop', 'italian adult pop']"
John Newman,34v5MVKeQnIo0CWYMbbrPf,['dance pop']
Maroon 5,04gDigrS5kc9YWfZHwBETP,['pop']
Rosa Chemical,5gYADZXuZoaJwrwfAPbKuH,['italian hip hop']
Paranoic,5dFsc5Xa04k5yGgkr9Uzfm,['Without Genre']
Glaceo,2FnjEL8SlmLe3YBFmPkV9N,['Without Genre']
T.A.P.S.,7uFAuPrTRli2WZNcUCrH49,['Without Genre']
Tiziano Ferro,11TplWqOPQBTmg2eiSLt1m,['italian adult pop']
Fabrizio Moro,3ebOqZZsLCDAkLS6QdI8cc,"['classic italian pop', 'italian adult pop']"
Le Vibrazioni,3J3PdLj6v1uAs1mWKpzZbX,"['classic italian pop', 'italian adult pop']"
Modà,3ALm6zJLaJMWV0r89kuYtu,"['bow pop', 'italian adult pop']"
Rick Astley,0gxyHStUsqpMadRV0Di1Qt,"['europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']"
Thegiornalisti,6YBgd2LKccEB3pX6UaW1Yp,"['italian adult pop', 'italian indie pop', 'italian pop', 'rome indie']"
Bill Medley,1XE70WwxhnrXNAJYQQ9ygx,['soft rock']
Jennifer Warnes,1BwHztAQKypBuy5WBEdJnG,"['folk', 'singer-songwriter']"
883,6bMul6rmRS03x38tWKYifO,"['classic italian pop', 'europop', 'italian adult pop']"
MadMan,3MkkSf3u5KU52Mb2iMrqeX,['italian hip hop']
Francesco Gabbani,5lzqFxifzjxYHGJxuwQqtR,"['italian adult pop', 'italian pop']"
J-AX,2iK8weavvfS2xJCmzNzNE5,"['italian adult pop', 'italian hip hop', 'italian pop']"
Adele,4dpARuHxo51G3z768sgnrY,"['british soul', 'pop', 'pop soul', 'uk pop']"
NSTASIA,2BBgFkNBBMln3m2G2Bm2bt,['Without Genre']
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,"['art pop', 'dance pop', 'pop']"
Bradley Cooper,4VIvfOurcf0vuLRxLkGnIG,['hollywood']
Ligabue,7H8ZC8uHJMPZGLMApRRNIz,"['italian adult pop', 'italian pop rock']"
The Cranberries,7t0rwkOPGlDPEhaOcVtOt9,"['irish rock', 'pop rock']"
MIKA,5MmVJVhhYKQ86izuGHzJYA,"['dance pop', 'europop', 'pop']"
Chiara Galiazzo,5pJV7GdYrjU3zQpxc24kN7,['italian adult pop']
Nashley,5RiGhrEoM1SBjZoY25lCfe,['italian hip hop']
2nd Roof,1eznSku2RY9VSvkhWxXdmx,['italian hip hop']
Prince Paris,5aAJhXtrFlRSDzZmCktcXQ,['Without Genre']
Vasco Rossi,5l4nhyz8876RhgE2d18h65,"['classic italian pop', 'italian adult pop']"
Gianni Bismark,26PZBCQnswFp61ccTrVJOa,"['emo rap italiano', 'italian hip hop', 'italian indie pop']"
LIBERATO,4X89u81dkCXBSGo8i2DhMW,"['italian hip hop', 'italian indie pop', 'r&b italiano', 'rap napoletano']"
Rayan,6doCr3greqY545Eo7IsY3m,"['italian hip hop', 'trap italiana']"
Intifaya,1sSz8a84ezDX1LhXCIgt41,['Without Genre']
Raekwon,2yQf6b8hxahZaT5dHlWaB1,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']"
Tony Effe,6CKch2otN4SPznHf9ms5JF,"['italian hip hop', 'trap italiana']"
Ugo Borghetti,3i6za4KlTDNe8mducqnwJi,['emo rap italiano']
The Whispers,2XzHxDFTNywDd5ReMhgxkg,"['classic soul', 'disco', 'funk', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
Vaz Tè,65ddsrNChT3wol9kEIJqKY,"['italian hip hop', 'rap genovese', 'trap italiana']"
Garelli,5appupCr1pI8I1k3AWstc6,['Without Genre']
Disme,0CXnO9kUawdDjzToSqCC3p,"['emo trap italiana', 'italian hip hop', 'rap genovese', 'trap italiana']"
Lil Kvneki,5NT6SamVXGrIp1Z1lE2Eyn,['Without Genre']
Nino Brown,6Vhlft027tAZsPuFuXCLZo,['Without Genre']
Axos,7fE7lNK6tsXhCOfYfxQ3wT,['italian hip hop']
JVLI,4rj3KWaLAnuxgtMMkypZhf,['Without Genre']
Pretty Solero,3kgjDFMkBBMlr7DXoBYDA0,['italian indie pop']
RAF Camora,0Dvx6p8JDyzeOPGmaCIH1L,['german hip hop']
Chris Nolan,1xsYReh7zhty26wD4tprKh,['Without Genre']
Giaime,3sC3sCpqSYClSdKez9Rs6k,"['italian hip hop', 'trap italiana']"
Andry The Hitmaker,6hb3ftxbKAFsOiNCdFbyzJ,['italian hip hop']
FERNANDOCOSTA,5dC7EcwWdf9Qj4VvJab4rZ,"['rap espanol', 'spanish hip hop']"
Blasfem,4FActBvkmDc8h3sI5vbMPZ,['rap espanol']
PLK,3DCWeG2J1fZeu0Oe6i5Q6m,"['french hip hop', 'pop urbaine', 'rap conscient']"
Rim'K,2eh8cEKZk4VeruUrGq748D,"['arabic hip hop', 'francoton', 'french hip hop', 'pop urbaine', 'rap algerien', 'rap francais']"
Side,1Bt8RmyfBi8j4r5SzSVhjj,['Without Genre']
G Ferrari,02i5S2ZvFZTFVSlhO7umae,['Without Genre']
Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']"
Wiser Keegan,7yyNWNKL62huGbzW13Ghur,['italian underground hip hop']
DJ Fastcut,5wlZkgwhLD0Zbsj1sH99Dw,"['italian hip hop', 'italian underground hip hop']"
Dark Polo Gang,4CuMwzDzEdlUJMEna38VQ0,"['italian hip hop', 'italian indie pop', 'trap italiana']"
Noyz Narcos & Fritz Da Cat,30oT4GEn5oMpWQE7RaHQTE,"['italian hip hop', 'rap napoletano']"
Generic Animal,6758RYtQUoFGOvE0jUxQvK,"['emo rap italiano', 'indie rock italiano', 'italian indie pop', 'milan indie', 'r&b italiano']"
Hedi L'artiste,6byKOC4qCUM1PrEx7szALu,['rap tunisien']
Gazo,5gqmbbfjcikQBzPB5Hv13I,"['drill francais', 'rap francais']"
Stou,34S2x997xhDvKSFvhYzFFt,['rap tunisien']
Heuss L'enfoiré,3YwqjMyrRfuixi2pbgTGCE,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']"
DJ Snake,540vIaP2JwjQb9dm3aArA4,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']"
Rick Ross,1sBkRIssrMs1AbVkOJbc7a,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Rich Brian,2IDLDx25HU1nQMKde4n61a,['indonesian hip hop']
Soolking,0GgY7hjMoGDsX8ZDe2mwds,"['francoton', 'french hip hop', 'pop urbaine', 'rap algerien', 'rap tunisien']"
Sanfara,2s55Po6VBr22RYwlCmYlY6,"['arabic hip hop', 'rap tunisien']"
Skepta,2p1fiYHYiXz9qi0JJyxBzN,"['birmingham grime', 'grime', 'instrumental grime', 'rap']"
Wizkid,3tVQdUvClmAT7URs9V3rsp,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']"
Baby Keem,5SXuuuRpukkTvsLuUknva1,"['hip hop', 'rap']"
Ghali,3egWSWp7Y4FyCKIyvXbw7L,"['italian hip hop', 'italian pop', 'milan indie', 'rap tunisien']"
Joujma,6J3OrlKMbWMx60M7QuDJsf,['rap tunisien']
The Blaze,1Dt1UKLtrJIW1xxRBejjos,['new french touch']
4lfa,0aJZiLm1NBWMcCKp6mkHMY,['rap tunisien']
A.L.A,3MKpGPhBp9KeXjGooKHNDX,"['arabic hip hop', 'rap tunisien']"
Freeze corleone,76Pl0epAMXVXJspaSuz8im,"['drill francais', 'french hip hop', 'melodic drill', 'pop urbaine', 'rap francais']"
DJ Shadow,5CE2IfdYZEQGIDsfiRm8SI,"['big beat', 'downtempo', 'electronica', 'hip hop', 'trip hop', 'turntablism']"
Mos Def,0Mz5XE0kb1GBnbLQm2VbcO,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']"
Maes,6L34dW6SKMSDaGIfYDU19j,"['french hip hop', 'pop urbaine', 'rap francais']"
Booba,58wXmynHaAWI5hwlPZP3qL,"['french hip hop', 'old school rap francais', 'pop urbaine', 'rap conscient']"
Samara,0WfKB7Lqqykt6gdtirYJUm,"['arabic hip hop', 'rap tunisien']"
Didine Canon 16,2aVPTWc4WYc7b384eatevF,"['rai', 'rap algerien']"
Headie One,6UCQYrcJ6wab6gnQ89OJFh,['uk hip hop']
Floating Points,2AR42Ur9PcchQDtEdwkv4L,"['electronica', 'microhouse', 'uk bass', 'wonky']"
Nabil Louhichi,2bNcHSxAaOga9UCAspAJQ7,['classic tunisian pop']
Sou Feryville,1UUiLeOXTg9ec5BEAXy313,['rap tunisien']
ZHU,28j8lBWDdDSHSSt5oPlsX2,"['edm', 'electro house']"
Fawzi Ben Gamra,3KqGGElRy3fJwn9auitBgW,['tunisian pop']
Space,5NQTGy3FkbCnvnHrooIOgA,['rap tunisien']
Sainté,3DEdNjxF3ea9taOMCXouZ6,['chill drill']
Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop']"
Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']"
2 Chainz,17lzZA2AlOHwCwFALHttmp,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Quality Control,6i392l38cR3uBPF0DbNs7S,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Anas,3jrZXTzqSuTBdfJeoSts1n,"['francoton', 'pop urbaine']"
NumbXiller,15ZlX7JBb0xJ5rFxGAC6KZ,['rap tunisien']
Amr Diab,5abSRg0xN1NV3gLbuvX24M,"['arab pop', 'belly dance', 'egyptian pop', 'persian pop', 'rif']"
Aveyro Ave,0gcWKqqEEiY4xLTxZDBDu4,['rap tunisien']
Naqqa,65D6dxtE0d7MoKoJfxOEyH,['rap tunisien']
Si Lemhaf,3wOVvUvge4HJNiAgSMPNox,"['rap tunisien', 'tunisian pop']"
Future,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
Rilès,6pdcQa7by8IKuoVXvgknlI,['french hip hop']
Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,"['melodic rap', 'rap', 'trap']"
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,"['rap', 'slap house']"
Young Thug,50co4Is1HCEo8bhOyUWKpn,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
M.I.A.,0QJIPDAEDILuo8AIq3pMuU,"['dance pop', 'indietronica', 'new rave']"
Mizo-H,06XL1XaFDQE8H1SgmtFm5h,['rap tunisien']
Carole Samaha,0CSSBwiYmYF569NxdQedQ3,"['arab pop', 'lebanese pop']"
Soldjvt,1vLZfHcyqW1vBDy93tdTYV,['rap tunisien']
Kassimi,2SLBMi00NHiYhfnJ36aTvd,['Without Genre']
Yunes LaGrintaa,2Ny7KtAFxJ0Ac3FPBiClWW,['trap italiana']
Anne-Marie,1zNqDE7qDGCsyzJwohVaoX,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
Aitch,2PJEagPIxaBugeMjIyKVXF,['manchester hip hop']
Baby Gang,3LvwPiJQJ0da0GurKMToV0,['trap italiana']
Bené,3KQ6K5tg4iklLDO1cNnunn,['Without Genre']
Mazzikas,4CmRm0NK3n6HQxZ7FKiE4X,['Without Genre']
Néza,6cE2WyjXwngsJynb3uk1WO,['Without Genre']
Syc,6IayXElM5gfjgyWj9Ipbiu,['rap algerien']
Jul,3IW7ScrzXmPvZhB27hmfgy,"['francoton', 'rap marseille']"
Cheb Hasni,6AqjzYRx9TeJDzKhkSSHFx,"['kabyle', 'rai']"
SPOY,4UPhPxgDJQxMYm2wF2yF03,['Without Genre']
KEPLER,4NlkFcFox3q1vtTXOpnr7x,['Without Genre']
Hanta,2rFqxAJ9twat0MYz2c6P2M,['rap tunisien']
El Castro,5aj6jIshzpUh4WQvQ5EzKO,"['arabic hip hop', 'rap tunisien']"
Machinedrum,06xa1OLBsMQJFXcl2tQkH4,"['footwork', 'future bass', 'future garage', 'glitch', 'glitch hop', 'halftime dnb', 'intelligent dance music', 'minimal dnb', 'uk bass', 'vapor twitch', 'wonky']"
Lacrim,7DUTsWY3RBd64vh8UtgtYA,"['arabic hip hop', 'francoton', 'french hip hop', 'pop urbaine', 'rap francais']"
SDM,0LKAV3zJ8a8AIGnyc5OvfB,"['french hip hop', 'pop urbaine']"
Tagne,3977Z9BZCFbJQYwdIdVwgc,"['moroccan pop', 'rap maroc']"
Keta,0noBqdN1IGlVyoYkpd6Vrn,"['italian hip hop', 'trap italiana']"
2Two,0mj273jWZNCOCMIorzMjtw,['rap tunisien']
Cheb Bilal,59N7N5tX53jyPhAmsRi4or,['rai']
Spacetoon,43PdbvK3AyMoPuFFOzvG0F,['Without Genre']
YL,2k8fAJK9HbH1FhqVpZL98P,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
Kofs,5RaQ9nmVGoTye2SI76x3yw,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
Kaso,6Ww26MZgudvgpEqDoO8t4s,['rap tunisien']
Dreamville,1iNqsUDUraNWrj00bqssQG,"['hip hop', 'rap', 'underground hip hop']"
EARTHGANG,5MbNzCW3qokGyoo9giHA3V,"['atl hip hop', 'hip hop', 'psychedelic hip hop', 'rap', 'underground hip hop']"
Vince Staples,68kEuyFKyqrdQQLLsmiatm,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']"
Hippie Sabotage,4dM6NDYSfLcspt8GLoT5aE,"['edm', 'electronic trap']"
